image_name,hue,saturation,value,body_proportion_1,body_proportion_2,body_proportion_3
1836.jpg,9.564792176,104.5501222,186.1711491,0.7393968,1.7815976,0.57491195
1843.jpg,8.484693878,101.6505102,180.3290816,0.7239939,1.6773502,0.58004844
1849.jpg,10.24519231,85.24278846,204.1850962,0.6205988,2.680697,0.6170559
1868.jpg,8.123867069,106.18429,149.5981873,0.6967631,1.6930927,0.58935744
1870.jpg,8.273209549,89.64190981,159.8700265,0.702198,1.8034785,0.5874757
1874.jpg,9.713615023,76.11971831,194.4131455,0.72520155,1.9072992,0.5796424
1877.jpg,9.402332362,124.6005831,135.4081633,0.7048269,1.977086,0.58656985
1882.jpg,10.20212766,79.30053191,207.9521277,0.71628386,1.7335196,0.5826542
1887.jpg,8.737837838,114.0540541,159.2081081,0.684877,1.8050736,0.59351516
1890.jpg,10.06870229,91.45038168,184.1348601,0.7290515,1.8987095,0.5783518
1899.jpg,10.64779874,92.08805031,171.5303983,0.7230208,1.9711531,0.580376
1903.jpg,10.02314815,94.31481481,169.6643519,0.6788396,1.9107145,0.5956495
1905.jpg,9.252252252,87.72972973,179.6779279,0.7936597,2.0796213,0.5575194
1906.jpg,8.931958763,93.95051546,184.4268041,0.67534506,2.0007734,0.59689194
1911.jpg,9.732899023,104.0651466,170.6579805,0.7252691,1.799839,0.5796197
1917.jpg,9.440233236,105.4169096,163.0437318,0.76867527,1.8222857,0.56539494
1925.jpg,8.885386819,114.5787966,152.8481375,0.62415326,1.5986104,0.61570543
1927.jpg,8.604819277,124.5759036,145.4313253,0.8552968,1.8298208,0.5389973
1935.jpg,9.649484536,85.80206186,196.8,0.6877804,1.6118835,0.5924942
1938.jpg,9.359195402,91.24425287,182.0258621,0.70273656,1.8700433,0.5872899
1941.jpg,9.497584541,94.96135266,179.3067633,0.6990736,1.7596067,0.588556
1944.jpg,10.2962963,86.68312757,175.6954733,0.6499676,1.8655335,0.6060725
1951.jpg,8.497340426,75.47606383,197.2526596,0.7182738,1.5924492,0.58197945
1952.jpg,8.173441734,91.58265583,213.2140921,0.7587937,1.1627753,0.5685715
1956.jpg,8.851515152,90.00606061,175.4878788,0.73829114,1.8453525,0.5752776
1959.jpg,8.937254902,89.95686275,182.1098039,0.76291704,1.8292046,0.56724167
1962.jpg,8.867052023,133.283237,127.6011561,0.6355401,1.272079,0.6114188
1966.jpg,10.18352941,86.04941176,193.6847059,0.71548116,1.6533346,0.5829268
1970.jpg,8.634560907,77.94617564,187.4730878,0.69592255,1.8356154,0.58964956
1971.jpg,10.13913043,67.45797101,203.6173913,0.72083247,1.8403968,0.58111405
1978.jpg,9.373177843,125.5860058,140.0379009,0.69255567,1.7392639,0.5908225
1983.jpg,9.231182796,117.6317204,152.2741935,0.8052713,1.8454616,0.5539333
1999.jpg,9.191428571,120.84,148.9142857,0.76242846,1.7393899,0.5673989
2002.jpg,6.804560261,66.80456026,192.8469055,0.78639513,1.6186234,0.5597866
2006.jpg,9.37150838,106.7541899,157.0698324,0.66118217,1.7490625,0.6019809
2008.jpg,9.451219512,108.8445122,155.5213415,0.6573347,1.7312202,0.6033785
2016.jpg,9.19047619,104.1666667,178.9107143,0.684679,1.6371554,0.59358495
2020.jpg,9.052272727,99.65909091,158.85,0.7051417,1.9398564,0.5864615
2024.jpg,8.878571429,75.23333333,191.3738095,0.75162584,1.7072784,0.5708982
2027.jpg,9.228658537,94.04878049,175.7408537,0.7344499,1.8563404,0.5765517
2034.jpg,10.04044944,88.02696629,196.5775281,0.62663424,1.7246294,0.61476636
2036.jpg,8.797368421,133.0552632,139.6526316,0.74359447,1.6886641,0.5735279
2037.jpg,8.923913043,137.4369565,122.9586957,0.70555115,1.8488973,0.58632076
2044.jpg,10.83373494,84.82650602,196.426506,0.82518315,1.8835869,0.5478902
2047.jpg,10.9205298,76.9205298,188.8785872,0.72305876,1.6380218,0.5803633
2057.jpg,9.005037783,93.97732997,190.2065491,0.6470821,1.6780388,0.6071342
2070.jpg,9.588652482,87.49408983,194.8628842,0.6693453,1.7649001,0.5990373
2073.jpg,9.176190476,86.53571429,196.5261905,0.6547523,1.8568869,0.60432005
2074.jpg,9.484931507,83.91506849,200.0328767,0.7021335,1.9251403,0.58749795
2076.jpg,9.599483204,92.73385013,189,0.688676,1.6413673,0.5921799
2077.jpg,9.952380952,91.85,186.1190476,0.73356396,1.663681,0.57684636
2084.jpg,9.190594059,93.63613861,184,0.64290845,1.706988,0.6086766
2088.jpg,9.002040816,91.16530612,189.4183673,0.90198034,1.8484341,0.52576774
2092.jpg,9.435114504,91.84160305,180.3473282,0.5906748,1.8187463,0.628664
2096.jpg,9.399497487,87.88190955,200.8165829,0.6740539,1.7705891,0.5973523
2100.jpg,9.488664987,102.1838791,176.6221662,0.7776399,1.7989504,0.5625436
2103.jpg,9.085450346,88.71362587,187.3371824,0.6540661,3.3497071,0.60457075
2105.jpg,9.529268293,89.48780488,188.7317073,0.6462839,1.794073,0.6074286
2112.jpg,10.57040573,75.22673031,187.5298329,0.79402936,1.9477419,0.5574045
2115.jpg,9.956268222,94.5393586,177.6588921,0.71586937,1.7575336,0.58279496
2119.jpg,12.81818182,143.2272727,181.8545455,0.6812033,1.606306,0.59481204
2122.jpg,12.99380805,141.6996904,187.2941176,0.608734,1.9354709,0.62160677
2127.jpg,13.68608414,138.5501618,184.1326861,0.6636179,1.6643028,0.60109955
2138.jpg,9.893518519,76.05092593,191.787037,0.7351365,2.0629268,0.5763235
2141.jpg,10.98955614,96.96344648,181.1723238,0.7977385,1.922788,0.55625445
2144.jpg,10.86807388,98.68073879,175.4934037,0.7816928,1.7396866,0.561264
2150.jpg,9.778869779,75.60687961,195.2186732,0.7150011,1.8465793,0.58309
2153.jpg,9.098630137,120.0219178,125.509589,0.63676405,1.7752353,0.6109616
2160.jpg,6.785932722,80.18348624,164.7522936,0.7938696,1.7790304,0.5574541
2168.jpg,8.862337662,81.61038961,189.1324675,0.7106442,1.8196195,0.5845751
2171.jpg,7.777777778,69.78114478,191.6329966,0.77644914,1.7799752,0.56292075
2176.jpg,10.02455357,92.609375,188.4285714,0.7298016,1.6036723,0.578101
2179.jpg,9.630102041,65.12244898,188.747449,0.7126522,1.8022017,0.58388966
2184.jpg,9.492063492,127.8920635,132.6222222,0.65300924,1.6498682,0.6049573
2187.jpg,8.725433526,127.8323699,126.4913295,0.713643,1.5991017,0.5835521
